NIM,FAKULTAS,PROGRAM STUDI,JALUR,PROVINSI,PENGHASILAN,JK,Pendidikan
2228190032,2. FKIP,Pendidikan Guru Pendidikan Anak Usia Dini,2_SBMPTN,Jawa Barat,4) 3.500.000 - 5.000.000,P,08_S1
2228190041,2. FKIP,Pendidikan Guru Pendidikan Anak Usia Dini,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,08_S1
2228190043,2. FKIP,Pendidikan Guru Pendidikan Anak Usia Dini,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,08_S1
2228190049,2. FKIP,Pendidikan Guru Pendidikan Anak Usia Dini,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,08_S1
2228190051,2. FKIP,Pendidikan Guru Pendidikan Anak Usia Dini,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2228190052,2. FKIP,Pendidikan Guru Pendidikan Anak Usia Dini,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2228190054,2. FKIP,Pendidikan Guru Pendidikan Anak Usia Dini,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2228190055,2. FKIP,Pendidikan Guru Pendidikan Anak Usia Dini,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2228190057,2. FKIP,Pendidikan Guru Pendidikan Anak Usia Dini,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
2228190001,2. FKIP,Pendidikan Guru Pendidikan Anak Usia Dini,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
2228190005,2. FKIP,Pendidikan Guru Pendidikan Anak Usia Dini,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2227190079,2. FKIP,Pendidikan Guru Sekolah Dasar,5_ADIK,Papua,1) <= 500.000,P,Tidak diketahui
2227190038,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2227190049,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,1) <= 500.000,P,01_SD
2227190067,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2227190069,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,1) <= 500.000,P,01_SD
2227190071,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2227190072,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,01_SD
2227190086,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2227190092,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
2227190095,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,1) <= 500.000,P,01_SD
2227190108,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,01_SD
2227190002,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2227190004,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
2227190007,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2227190010,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
2227190015,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,2) 500.000 - 2.000.000,L,01_SD
2227190016,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2227190017,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2227190018,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2227190020,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2227190021,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2227190025,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2227190027,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2227190078,2. FKIP,Pendidikan Guru Sekolah Dasar,5_ADIK,Sulawesi Selatan,1) <= 500.000,P,02_SLTP
2227190066,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,1) <= 500.000,L,02_SLTP
2227190074,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,1) <= 500.000,P,02_SLTP
2227190008,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
2227190011,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,2) 500.000 - 2.000.000,L,02_SLTP
2227190012,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,1) <= 500.000,P,02_SLTP
2227190019,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
2227190024,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
2227190033,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,1) <= 500.000,P,02_SLTP
2227190080,2. FKIP,Pendidikan Guru Sekolah Dasar,5_ADIK,Papua Barat,1) <= 500.000,P,03_SLTA
2227190034,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2227190035,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
2227190036,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2227190042,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2227190045,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2227190046,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2227190047,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,03_SLTA
2227190052,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
2227190053,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2227190055,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2227190056,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2227190057,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2227190059,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Dki Jakarta,5) 5.000.000 - 10.000.000,P,03_SLTA
2227190061,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Dki Jakarta,4) 3.500.000 - 5.000.000,P,03_SLTA
2227190063,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2227190065,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2227190068,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2227190073,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Jawa Barat,1) <= 500.000,P,03_SLTA
2227190075,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2227190076,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2227190077,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,1) <= 500.000,P,03_SLTA
2227190081,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,03_SLTA
2227190082,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2227190084,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2227190087,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2227190093,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2227190096,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2227190097,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2227190101,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2227190103,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2227190105,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2227190106,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2227190109,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2227190110,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2227190112,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Jawa Barat,6) > 10.000.000,P,03_SLTA
2227190113,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2227190001,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2227190005,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2227190006,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2227190013,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2227190023,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2227190030,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,1) <= 500.000,P,03_SLTA
2227190032,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2227190039,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,06_D3
2227190041,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,06_D3
2227190102,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,06_D3
2227190028,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,6) > 10.000.000,P,06_D3
2227190029,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,06_D3
2227190031,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,06_D3
2227190037,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2227190043,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2227190044,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2227190048,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,08_S1
2227190050,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2227190051,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2227190058,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Lampung,5) 5.000.000 - 10.000.000,P,08_S1
2227190060,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2227190064,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Dki Jakarta,5) 5.000.000 - 10.000.000,L,08_S1
2227190070,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,2) 500.000 - 2.000.000,L,08_S1
2227190083,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2227190085,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Kalimantan Barat,5) 5.000.000 - 10.000.000,P,08_S1
2227190088,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2227190089,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2227190090,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2227190091,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,08_S1
2227190094,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2227190098,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2227190099,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
2227190100,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2227190104,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,08_S1
2227190107,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2227190111,2. FKIP,Pendidikan Guru Sekolah Dasar,3_SMMPTN,Dki Jakarta,5) 5.000.000 - 10.000.000,P,08_S1
2227190003,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2227190009,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2227190014,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,6) > 10.000.000,P,08_S1
2227190022,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2227190026,2. FKIP,Pendidikan Guru Sekolah Dasar,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2227190040,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Dki Jakarta,6) > 10.000.000,L,09_S2
2227190054,2. FKIP,Pendidikan Guru Sekolah Dasar,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,09_S2
2281190027,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2281190041,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2281190046,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,2) 500.000 - 2.000.000,L,01_SD
2281190049,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,01_SD
2281190005,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
2281190010,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2281190011,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2281190012,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2281190014,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,1) <= 500.000,L,01_SD
2281190015,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2281190017,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2281190019,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2281190020,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2281190022,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2281190024,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,01_SD
2281190025,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
2281190047,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
2281190050,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
2281190007,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
2281190008,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,1) <= 500.000,P,02_SLTP
2281190016,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,1) <= 500.000,P,02_SLTP
2281190018,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,1) <= 500.000,P,02_SLTP
2281190028,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2281190029,2. FKIP,Pendidikan Ipa,2_SBMPTN,Dki Jakarta,4) 3.500.000 - 5.000.000,P,03_SLTA
2281190030,2. FKIP,Pendidikan Ipa,2_SBMPTN,Dki Jakarta,4) 3.500.000 - 5.000.000,P,03_SLTA
2281190032,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2281190034,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
2281190036,2. FKIP,Pendidikan Ipa,2_SBMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,P,03_SLTA
2281190037,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2281190038,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2281190039,2. FKIP,Pendidikan Ipa,2_SBMPTN,Jawa Barat,4) 3.500.000 - 5.000.000,P,03_SLTA
2281190042,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2281190043,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2281190044,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2281190045,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2281190051,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2281190052,2. FKIP,Pendidikan Ipa,3_SMMPTN,Sumatera Barat,3) 2.000.000 - 3.500.000,P,03_SLTA
2281190054,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2281190056,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2281190057,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,2) 500.000 - 2.000.000,L,03_SLTA
2281190058,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2281190059,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
2281190060,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2281190065,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
2281190066,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
2281190071,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2281190072,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2281190002,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2281190003,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2281190006,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2281190013,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,1) <= 500.000,P,03_SLTA
2281190021,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2281190023,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2281190033,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,04_D1
2281190048,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,04_D1
2281190031,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,6) > 10.000.000,P,06_D3
2281190035,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,06_D3
2281190069,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,06_D3
2281190040,2. FKIP,Pendidikan Ipa,2_SBMPTN,Dki Jakarta,5) 5.000.000 - 10.000.000,P,08_S1
2281190053,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2281190061,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2281190062,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2281190063,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2281190064,2. FKIP,Pendidikan Ipa,3_SMMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,L,08_S1
2281190067,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2281190068,2. FKIP,Pendidikan Ipa,3_SMMPTN,Nusa Tenggara Barat,3) 2.000.000 - 3.500.000,L,08_S1
2281190070,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,6) > 10.000.000,P,08_S1
2281190073,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2281190001,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2281190004,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2281190009,2. FKIP,Pendidikan Ipa,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,08_S1
2281190026,2. FKIP,Pendidikan Ipa,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,09_S2
2281190055,2. FKIP,Pendidikan Ipa,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,09_S2
2282190028,2. FKIP,Pendidikan Kimia,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
2282190041,2. FKIP,Pendidikan Kimia,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2282190047,2. FKIP,Pendidikan Kimia,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2282190052,2. FKIP,Pendidikan Kimia,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
2282190062,2. FKIP,Pendidikan Kimia,3_SMMPTN,Banten,1) <= 500.000,L,01_SD
2282190003,2. FKIP,Pendidikan Kimia,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
2282190011,2. FKIP,Pendidikan Kimia,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2282190012,2. FKIP,Pendidikan Kimia,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2282190013,2. FKIP,Pendidikan Kimia,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2282190014,2. FKIP,Pendidikan Kimia,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2282190019,2. FKIP,Pendidikan Kimia,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2282190020,2. FKIP,Pendidikan Kimia,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2282190021,2. FKIP,Pendidikan Kimia,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2282190022,2. FKIP,Pendidikan Kimia,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2282190024,2. FKIP,Pendidikan Kimia,2_SBMPTN,Jawa Tengah,2) 500.000 - 2.000.000,P,02_SLTP
2282190032,2. FKIP,Pendidikan Kimia,2_SBMPTN,Dki Jakarta,4) 3.500.000 - 5.000.000,P,02_SLTP
2282190039,2. FKIP,Pendidikan Kimia,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
2282190043,2. FKIP,Pendidikan Kimia,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
2282190045,2. FKIP,Pendidikan Kimia,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
2282190016,2. FKIP,Pendidikan Kimia,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
